genre,title,text,nouns,adjectives,verbs
tragedy,romeo_juliet,"FRIAR LAWRENCE.
These violent delights have violent ends,
And in their triumph die; like fire and powder,
Which as they kiss consume. The sweetest honey
Is loathsome in his own deliciousness,
And in the taste confounds the appetite.
Therefore love moderately: long love doth so;
Too swift arrives as tardy as too slow.",delight end triumph fire powder consume sweetest honey deliciousness taste appetite doth,violent violent loathsome own long swift tardy slow,die kiss confound love love arrive
tragedy,romeo_juliet,"Here comes the lady. O, so light a foot
Will ne’er wear out the everlasting flint.
A lover may bestride the gossamers
That idles in the wanton summer air
And yet not fall; so light is vanity.",lady foot ne’er flint lover gossamer wanton summer air light vanity,everlasting,come light wear bestride idle fall
tragedy,romeo_juliet,"ROMEO.
Ah, Juliet, if the measure of thy joy
Be heap’d like mine, and that thy skill be more
To blazon it, then sweeten with thy breath
This neighbour air, and let rich music’s tongue
Unfold the imagin’d happiness that both
Receive in either by this dear encounter.",ROMEO measure joy skill breath air music tongue happiness encounter,neighbour rich imagin’d dear,blazon sweeten let unfold receive
tragedy,romeo_juliet,"JULIET.
Conceit more rich in matter than in words,
Brags of his substance, not of ornament.
They are but beggars that can count their worth;
But my true love is grown to such excess,
I cannot sum up sum of half my wealth.",juliet matter word substance beggar love excess sum wealth,rich ornament worth true such,count grow sum
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Come, come with me, and we will make short work,
For, by your leaves, you shall not stay alone
Till holy church incorporate two in one.",work leave church,short holy,come come make stay incorporate
tragedy,romeo_juliet,"BENVOLIO.
I pray thee, good Mercutio, let’s retire:
The day is hot, the Capulets abroad,
And if we meet, we shall not scape a brawl,
For now these hot days, is the mad blood stirring.",day brawl day blood stirring,good hot hot mad,pray let retire meet scape
tragedy,romeo_juliet,"MERCUTIO.
Thou art like one of these fellows that, when he enters the confines of
a tavern, claps me his sword upon the table, and says ‘God send me no
need of thee!’ and by the operation of the second cup draws him on the
drawer, when indeed there is no need.",MERCUTIO art fellow confine tavern sword table need operation cup drawer need,second,enter clap say send draw
tragedy,romeo_juliet,"MERCUTIO.
Come, come, thou art as hot a Jack in thy mood as any in Italy; and as
soon moved to be moody, and as soon moody to be moved.",MERCUTIO art mood,thou hot moody moody,come come move move
tragedy,romeo_juliet,"MERCUTIO.
Nay, an there were two such, we should have none shortly, for one would
kill the other. Thou? Why, thou wilt quarrel with a man that hath a
hair more or a hair less in his beard than thou hast. Thou wilt quarrel
with a man for cracking nuts, having no other reason but because thou
hast hazel eyes. What eye but such an eye would spy out such a quarrel?
Thy head is as full of quarrels as an egg is full of meat, and yet thy
head hath been beaten as addle as an egg for quarrelling. Thou hast
quarrelled with a man for coughing in the street, because he hath
wakened thy dog that hath lain asleep in the sun. Didst thou not fall
out with a tailor for wearing his new doublet before Easter? with
another for tying his new shoes with an old riband? And yet thou wilt
tutor me from quarrelling!",MERCUTIO none man hair hair beard thou hast wilt quarrel man nut reason hast eye eye eye quarrel head quarrel egg meat head hath egg hast man street dog sun tailor doublet shoe riband tutor,such other thou less thou other thou hazel full full thy addle asleep new new old thou wilt,kill hath crack have spy beat quarrel quarrel cough hath waken hath lain fall wear tie quarrel
tragedy,romeo_juliet,"BENVOLIO.
And I were so apt to quarrel as thou art, any man should buy the fee
simple of my life for an hour and a quarter.",art man fee simple life hour quarter,apt thou,quarrel buy
tragedy,romeo_juliet,"TYBALT.
Follow me close, for I will speak to them.
Gentlemen, good-den: a word with one of you.",gentleman den word,close good,follow speak
tragedy,romeo_juliet,"TYBALT.
You shall find me apt enough to that, sir, and you will give me
occasion.",occasion,apt,find give
tragedy,romeo_juliet,"MERCUTIO.
Consort? What, dost thou make us minstrels? And thou make minstrels of
us, look to hear nothing but discords. Here’s my fiddlestick, here’s
that shall make you dance. Zounds, consort!",MERCUTIO thou minstrel thou minstrel discord fiddlestick zound consort,dost,make make look hear ’ ’ make dance
tragedy,romeo_juliet,"BENVOLIO.
We talk here in the public haunt of men.
Either withdraw unto some private place,
And reason coldly of your grievances,
Or else depart; here all eyes gaze on us.",haunt man place reason grievance eye,public private,talk withdraw depart gaze
tragedy,romeo_juliet,"TYBALT.
Romeo, the love I bear thee can afford
No better term than this: Thou art a villain.",love term art villain,well thou,bear afford
tragedy,romeo_juliet,"ROMEO.
I do protest I never injur’d thee,
But love thee better than thou canst devise
Till thou shalt know the reason of my love.
And so good Capulet, which name I tender
As dearly as mine own, be satisfied.",ROMEO devise thou shalt reason love name,thou canst good own satisfied,protest love know tender
tragedy,romeo_juliet,"MERCUTIO.
O calm, dishonourable, vile submission!
[_Draws._] Alla stoccata carries it away.
Tybalt, you rat-catcher, will you walk?",MERCUTIO submission alla stoccata rat catcher,calm dishonourable vile,carry walk
tragedy,romeo_juliet,"MERCUTIO.
Good King of Cats, nothing but one of your nine lives; that I mean to
make bold withal, and, as you shall use me hereafter, dry-beat the rest
of the eight. Will you pluck your sword out of his pilcher by the ears?
Make haste, lest mine be about your ears ere it be out.",MERCUTIO life withal beat rest sword pilcher ear haste ear,good bold hereafter dry,mean make use pluck make be
tragedy,romeo_juliet,"MERCUTIO.
Ay, ay, a scratch, a scratch. Marry, ’tis enough.
Where is my page? Go villain, fetch a surgeon.",MERCUTIO scratch scratch page surgeon,villain,tis go fetch
tragedy,romeo_juliet,"MERCUTIO.
No, ’tis not so deep as a well, nor so wide as a church door, but ’tis
enough, ’twill serve. Ask for me tomorrow, and you shall find me a
grave man. I am peppered, I warrant, for this world. A plague o’ both
your houses. Zounds, a dog, a rat, a mouse, a cat, to scratch a man to
death. A braggart, a rogue, a villain, that fights by the book of
arithmetic!—Why the devil came you between us? I was hurt under your
arm.",MERCUTIO well church door tis twill tomorrow man world plague o house zound dog rat mouse cat man death braggart rogue villain book devil arm,deep wide enough grave,tis serve ask find pepper warrant scratch fight come hurt
tragedy,romeo_juliet,"ROMEO.
I thought all for the best.",ROMEO,good,think
tragedy,romeo_juliet,"ROMEO.
This gentleman, the Prince’s near ally,
My very friend, hath got his mortal hurt
In my behalf; my reputation stain’d
With Tybalt’s slander,—Tybalt, that an hour
Hath been my cousin. O sweet Juliet,
Thy beauty hath made me effeminate
And in my temper soften’d valour’s steel.","ROMEO gentleman ally friend hurt behalf reputation stain’d slander,—tybalt hour cousin beauty hath temper steel",very mortal sweet,get make effeminate
tragedy,romeo_juliet,"BENVOLIO.
O Romeo, Romeo, brave Mercutio’s dead,
That gallant spirit hath aspir’d the clouds,
Which too untimely here did scorn the earth.",spirit aspir’d cloud earth,brave dead gallant,hath scorn
tragedy,romeo_juliet,"ROMEO.
This day’s black fate on mo days doth depend;
This but begins the woe others must end.",ROMEO day fate mo day doth woe other,black,depend begin end
tragedy,romeo_juliet,"ROMEO.
Again in triumph, and Mercutio slain?
Away to heaven respective lenity,
And fire-ey’d fury be my conduct now!
Now, Tybalt, take the ‘villain’ back again
That late thou gav’st me, for Mercutio’s soul
Is but a little way above our heads,
Staying for thine to keep him company.
Either thou or I, or both, must go with him.",ROMEO triumph lenity fire ey’d fury conduct villain thou soul way head thine company thou,respective late little,slay take stay keep go
tragedy,romeo_juliet,"TYBALT.
Thou wretched boy, that didst consort him here,
Shalt with him hence.",boy,wretched,consort
tragedy,romeo_juliet,"BENVOLIO.
Romeo, away, be gone!
The citizens are up, and Tybalt slain.
Stand not amaz’d. The Prince will doom thee death
If thou art taken. Hence, be gone, away!",citizen thee death art,slain thou,go tybalt stand doom take go
tragedy,romeo_juliet,"BENVOLIO.
O noble Prince, I can discover all
The unlucky manage of this fatal brawl.
There lies the man, slain by young Romeo,
That slew thy kinsman, brave Mercutio.",manage brawl man kinsman,noble unlucky fatal young brave,discover lie slay
tragedy,romeo_juliet,"LADY CAPULET.
Tybalt, my cousin! O my brother’s child!
O Prince! O husband! O, the blood is spill’d
Of my dear kinsman! Prince, as thou art true,
For blood of ours shed blood of Montague.
O cousin, cousin.",cousin brother child husband blood spill’d kinsman art blood our blood cousin cousin,dear thou true,shed
tragedy,romeo_juliet,"PRINCE.
Benvolio, who began this bloody fray?",fray,bloody,begin
tragedy,romeo_juliet,"BENVOLIO.
Tybalt, here slain, whom Romeo’s hand did slay;
Romeo, that spoke him fair, bid him bethink
How nice the quarrel was, and urg’d withal
Your high displeasure. All this uttered
With gentle breath, calm look, knees humbly bow’d
Could not take truce with the unruly spleen
Of Tybalt, deaf to peace, but that he tilts
With piercing steel at bold Mercutio’s breast,
Who, all as hot, turns deadly point to point,
And, with a martial scorn, with one hand beats
Cold death aside, and with the other sends
It back to Tybalt, whose dexterity
Retorts it. Romeo he cries aloud,
‘Hold, friends! Friends, part!’ and swifter than his tongue,
His agile arm beats down their fatal points,
And ’twixt them rushes; underneath whose arm
An envious thrust from Tybalt hit the life
Of stout Mercutio, and then Tybalt fled.
But by and by comes back to Romeo,
Who had but newly entertain’d revenge,
And to’t they go like lightning; for, ere I
Could draw to part them was stout Tybalt slain;
And as he fell did Romeo turn and fly.
This is the truth, or let Benvolio die.",hand slay quarrel withal displeasure breath look truce spleen peace steel breast point scorn hand death send dexterity Romeo hold friend friend part swifter tongue arm point rush arm thrust life entertain’d revenge to’t lightning Romeo truth,slain fair nice high gentle calm unruly deaf bold hot deadly martial cold other agile fatal envious stout newly stout slain,speak bid bethink utter knee take tilt pierce turn point beat retort cry beat twixt hit flee come go draw part fall turn fly let die
tragedy,romeo_juliet,"LADY CAPULET.
He is a kinsman to the Montague.
Affection makes him false, he speaks not true.
Some twenty of them fought in this black strife,
And all those twenty could but kill one life.
I beg for justice, which thou, Prince, must give;
Romeo slew Tybalt, Romeo must not live.",kinsman strife life justice thou slew Romeo,false true black,make speak fight kill beg give live
tragedy,romeo_juliet,"PRINCE.
Romeo slew him, he slew Mercutio.
Who now the price of his dear blood doth owe?",price blood doth owe,dear,slay
tragedy,romeo_juliet,"PRINCE.
And for that offence
Immediately we do exile him hence.
I have an interest in your hate’s proceeding,
My blood for your rude brawls doth lie a-bleeding.
But I’ll amerce you with so strong a fine
That you shall all repent the loss of mine.
I will be deaf to pleading and excuses;
Nor tears nor prayers shall purchase out abuses.
Therefore use none. Let Romeo hence in haste,
Else, when he is found, that hour is his last.
Bear hence this body, and attend our will.
Mercy but murders, pardoning those that kill.",offence interest hate proceeding blood brawl bleeding fine loss pleading excuse tear prayer abuse none haste hour body will murder,rude strong deaf last,exile lie amerce repent purchase use let find attend pardon kill
tragedy,romeo_juliet,"JULIET.
Gallop apace, you fiery-footed steeds,
Towards Phoebus’ lodging. Such a waggoner
As Phaeton would whip you to the west
And bring in cloudy night immediately.
Spread thy close curtain, love-performing night,
That runaway’s eyes may wink, and Romeo
Leap to these arms, untalk’d of and unseen.
Lovers can see to do their amorous rites
By their own beauties: or, if love be blind,
It best agrees with night. Come, civil night,
Thou sober-suited matron, all in black,
And learn me how to lose a winning match,
Play’d for a pair of stainless maidenhoods.
Hood my unmann’d blood, bating in my cheeks,
With thy black mantle, till strange love, grow bold,
Think true love acted simple modesty.
Come, night, come Romeo; come, thou day in night;
For thou wilt lie upon the wings of night
Whiter than new snow upon a raven’s back.
Come gentle night, come loving black-brow’d night,
Give me my Romeo, and when I shall die,
Take him and cut him out in little stars,
And he will make the face of heaven so fine
That all the world will be in love with night,
And pay no worship to the garish sun.
O, I have bought the mansion of a love,
But not possess’d it; and though I am sold,
Not yet enjoy’d. So tedious is this day
As is the night before some festival
To an impatient child that hath new robes
And may not wear them. O, here comes my Nurse,
And she brings news, and every tongue that speaks
But Romeo’s name speaks heavenly eloquence.",juliet apace steed lodging waggoner west night curtain love night runaway eye arm untalk’d lover rite beauty love night night matron match pair maidenhood unmann’d blood cheek mantle love love modesty night Romeo day night wilt lie wing night snow raven ’s night brow’d night star face world love night worship sun mansion love day night festival child robe news tongue name eloquence,fiery cloudy close unseen amorous own blind civil black stainless black strange bold true simple thou thou new gentle black little garish enjoy’d tedious impatient new heavenly,foot whip bring spread perform wink see be agree come suit learn lose win bate grow think act come come come come come love give die take cut make fine pay buy possess’d sell hath wear come bring speak speak
tragedy,romeo_juliet,"NURSE.
Ah, well-a-day, he’s dead, he’s dead, he’s dead!
We are undone, lady, we are undone.
Alack the day, he’s gone, he’s kill’d, he’s dead.",day lady day kill’d,dead dead dead undone undone dead,’ ’ ’ alack ’ go ’ ’
tragedy,romeo_juliet,"JULIET.
What devil art thou, that dost torment me thus?
This torture should be roar’d in dismal hell.
Hath Romeo slain himself? Say thou but Ay,
And that bare vowel I shall poison more
Than the death-darting eye of cockatrice.
I am not I if there be such an I;
Or those eyes shut that make thee answer Ay.
If he be slain, say Ay; or if not, No.
Brief sounds determine of my weal or woe.",juliet art thou torture roar’d thou vowel death eye cockatrice eye . determine weal woe,devil dismal bare more slain,dost torment slay say poison dart be shut make answer be say sound
tragedy,romeo_juliet,"NURSE.
I saw the wound, I saw it with mine eyes,
God save the mark!—here on his manly breast.
A piteous corse, a bloody piteous corse;
Pale, pale as ashes, all bedaub’d in blood,
All in gore-blood. I swounded at the sight.",wound eye mark!—here breast corse corse ashe bedaub’d blood blood sight,mine manly piteous bloody piteous pale,see see save swounde
tragedy,romeo_juliet,"JULIET.
O, break, my heart. Poor bankrout, break at once.
To prison, eyes; ne’er look on liberty.
Vile earth to earth resign; end motion here,
And thou and Romeo press one heavy bier.",break heart bankrout prison eye ne’er liberty earth earth resign motion thou heavy bier,poor,break look end press
tragedy,romeo_juliet,"NURSE.
O Tybalt, Tybalt, the best friend I had.
O courteous Tybalt, honest gentleman!
That ever I should live to see thee dead.",friend gentleman,good courteous honest dead,live see
tragedy,romeo_juliet,"JULIET.
What storm is this that blows so contrary?
Is Romeo slaughter’d and is Tybalt dead?
My dearest cousin, and my dearer lord?
Then dreadful trumpet sound the general doom,
For who is living, if those two are gone?",juliet storm slaughter’d cousin dearer trumpet doom,contrary dead dear dreadful general,blow tybalt sound live go
tragedy,romeo_juliet,"JULIET.
O serpent heart, hid with a flowering face!
Did ever dragon keep so fair a cave?
Beautiful tyrant, fiend angelical,
Dove-feather’d raven, wolvish-ravening lamb!
Despised substance of divinest show!
Just opposite to what thou justly seem’st,
A damned saint, an honourable villain!
O nature, what hadst thou to do in hell
When thou didst bower the spirit of a fiend
In mortal paradise of such sweet flesh?
Was ever book containing such vile matter
So fairly bound? O, that deceit should dwell
In such a gorgeous palace.",juliet heart face dragon cave tyrant feather’d raven ravening lamb substance show thou saint villain nature thou didst spirit fiend paradise flesh book matter deceit palace,serpent fair beautiful angelical wolvish divinest honourable hadst mortal such sweet such vile gorgeous,hide flower keep fiend despise damn bower contain bind dwell
tragedy,romeo_juliet,"NURSE.
There’s no trust,
No faith, no honesty in men. All perjur’d,
All forsworn, all naught, all dissemblers.
Ah, where’s my man? Give me some aqua vitae.
These griefs, these woes, these sorrows make me old.
Shame come to Romeo.",trust faith honesty man perjur’d naught dissembler man aqua vitae grief woe sorrow,forsworn old,’ ’ give make come
tragedy,romeo_juliet,"JULIET.
Blister’d be thy tongue
For such a wish! He was not born to shame.
Upon his brow shame is asham’d to sit;
For ’tis a throne where honour may be crown’d
Sole monarch of the universal earth.
O, what a beast was I to chide at him!",Blister’d tongue wish shame brow shame asham’d tis throne honour monarch earth beast,crown’d universal,bear sit chide
tragedy,romeo_juliet,"JULIET.
Shall I speak ill of him that is my husband?
Ah, poor my lord, what tongue shall smooth thy name,
When I thy three-hours’ wife have mangled it?
But wherefore, villain, didst thou kill my cousin?
That villain cousin would have kill’d my husband.
Back, foolish tears, back to your native spring,
Your tributary drops belong to woe,
Which you mistaking offer up to joy.
My husband lives, that Tybalt would have slain,
And Tybalt’s dead, that would have slain my husband.
All this is comfort; wherefore weep I then?
Some word there was, worser than Tybalt’s death,
That murder’d me. I would forget it fain,
But O, it presses to my memory
Like damned guilty deeds to sinners’ minds.
Tybalt is dead, and Romeo banished.
That ‘banished,’ that one word ‘banished,’
Hath slain ten thousand Tybalts. Tybalt’s death
Was woe enough, if it had ended there.
Or if sour woe delights in fellowship,
And needly will be rank’d with other griefs,
Why follow’d not, when she said Tybalt’s dead,
Thy father or thy mother, nay or both,
Which modern lamentation might have mov’d?
But with a rear-ward following Tybalt’s death,
‘Romeo is banished’—to speak that word
Is father, mother, Tybalt, Romeo, Juliet,
All slain, all dead. Romeo is banished,
There is no end, no limit, measure, bound,
In that word’s death, no words can that woe sound.
Where is my father and my mother, Nurse?",husband tongue name hour wife cousin cousin husband tear spring tributary woe offer joy husband husband comfort word worser death fain memory deed sinner mind word tybalt tybalt death woe woe fellowship rank’d grief father mother lamentation rear ward death Romeo speak word father mother Romeo end limit measure word death word woe father mother,ill poor villain villain foolish native dead guilty dead sour other follow’d dead modern banished’—to slain dead,speak smooth mangle didst kill kill’d drop belong mistake live slay ’s slay weep murder’d forget press damn banish banish banish slay end delight say follow banish bind sound
tragedy,romeo_juliet,"JULIET.
Wash they his wounds with tears. Mine shall be spent,
When theirs are dry, for Romeo’s banishment.
Take up those cords. Poor ropes, you are beguil’d,
Both you and I; for Romeo is exil’d.
He made you for a highway to my bed,
But I, a maid, die maiden-widowed.
Come cords, come Nurse, I’ll to my wedding bed,
And death, not Romeo, take my maidenhead.",juliet wound tear banishment cord rope highway bed maid maiden cord wedding bed death Romeo maidenhead,dry poor beguil’d exil’d,wash spend take make die widow Come come ’ll take
tragedy,romeo_juliet,"JULIET.
O find him, give this ring to my true knight,
And bid him come to take his last farewell.",juliet ring knight farewell,true last,find give bid come take
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Romeo, come forth; come forth, thou fearful man.
Affliction is enanmour’d of thy parts
And thou art wedded to calamity.",man enanmour’d part art calamity,thou fearful thou,come come wed
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Too familiar
Is my dear son with such sour company.
I bring thee tidings of the Prince’s doom.",son company tiding doom,familiar dear such sour,bring
tragedy,romeo_juliet,"ROMEO.
Ha, banishment? Be merciful, say death;
For exile hath more terror in his look,
Much more than death. Do not say banishment.",ROMEO banishment death exile terror look death banishment,merciful more more,say hath say
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Hence from Verona art thou banished.
Be patient, for the world is broad and wide.",art thou world,patient broad wide,banish
tragedy,romeo_juliet,"ROMEO.
There is no world without Verona walls,
But purgatory, torture, hell itself.
Hence banished is banish’d from the world,
And world’s exile is death. Then banished
Is death misterm’d. Calling death banished,
Thou cutt’st my head off with a golden axe,
And smilest upon the stroke that murders me.",ROMEO world wall purgatory torture hell world world exile death death death head axe stroke,golden,banish banish call banish murder
tragedy,romeo_juliet,"FRIAR LAWRENCE.
O deadly sin, O rude unthankfulness!
Thy fault our law calls death, but the kind Prince,
Taking thy part, hath brush’d aside the law,
And turn’d that black word death to banishment.
This is dear mercy, and thou see’st it not.",sin rude fault law death kind part law word death banishment mercy thou,deadly unthankfulness turn’d black dear,Thy call take hath
tragedy,romeo_juliet,"ROMEO.
’Tis torture, and not mercy. Heaven is here
Where Juliet lives, and every cat and dog,
And little mouse, every unworthy thing,
Live here in heaven and may look on her,
But Romeo may not. More validity,
More honourable state, more courtship lives
In carrion flies than Romeo. They may seize
On the white wonder of dear Juliet’s hand,
And steal immortal blessing from her lips,
Who, even in pure and vestal modesty
Still blush, as thinking their own kisses sin.
But Romeo may not, he is banished.
This may flies do, when I from this must fly.
They are free men but I am banished.
And say’st thou yet that exile is not death?
Hadst thou no poison mix’d, no sharp-ground knife,
No sudden mean of death, though ne’er so mean,
But banished to kill me? Banished?
O Friar, the damned use that word in hell.
Howling attends it. How hast thou the heart,
Being a divine, a ghostly confessor,
A sin-absolver, and my friend profess’d,
To mangle me with that word banished?",ROMEO ti torture mercy cat dog mouse thing Romeo validity state courtship carrion fly wonder hand blessing lip modesty blush kiss sin Romeo fly man thou exile death thou poison ground knife mean death ne’er use word hast heart divine confessor sin absolver friend word,little unworthy More honourable more white dear immortal pure vestal own free hadst sharp sudden damned ghostly,live live look live seize steal think banish fly banish mean banish kill banish attend thou profess’d mangle banish
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Thou fond mad man, hear me speak a little,",man,fond mad little,hear speak
tragedy,romeo_juliet,"FRIAR LAWRENCE.
I’ll give thee armour to keep off that word,
Adversity’s sweet milk, philosophy,
To comfort thee, though thou art banished.",thee armour word milk philosophy art,sweet,give keep comfort banish
tragedy,romeo_juliet,"FRIAR LAWRENCE.
O, then I see that mad men have no ears.",man ear,mad,see
tragedy,romeo_juliet,"ROMEO.
Thou canst not speak of that thou dost not feel.
Wert thou as young as I, Juliet thy love,
An hour but married, Tybalt murdered,
Doting like me, and like me banished,
Then mightst thou speak, then mightst thou tear thy hair,
And fall upon the ground as I do now,
Taking the measure of an unmade grave.",ROMEO thou thou love hour doting hair ground measure unmade grave,canst dost wert young married,speak feel murder banish tear fall take
tragedy,romeo_juliet,"Run to my study.—By-and-by.—God’s will,
What simpleness is this.—I come, I come.",will come,study.—by,run come
tragedy,romeo_juliet,"NURSE.
O holy Friar, O, tell me, holy Friar,
Where is my lady’s lord, where’s Romeo?",lady,holy holy,tell ’
tragedy,romeo_juliet,"FRIAR LAWRENCE.
There on the ground, with his own tears made drunk.",ground tear,own drunk,make
tragedy,romeo_juliet,"NURSE.
O, he is even in my mistress’ case.
Just in her case! O woeful sympathy!
Piteous predicament. Even so lies she,
Blubbering and weeping, weeping and blubbering.
Stand up, stand up; stand, and you be a man.
For Juliet’s sake, for her sake, rise and stand.
Why should you fall into so deep an O?",mistress case case sympathy predicament blubbering weeping blubbering man sake sake o,woeful piteous deep,lie weep stand stand stand be rise stand fall
tragedy,romeo_juliet,"ROMEO.
Spakest thou of Juliet? How is it with her?
Doth not she think me an old murderer,
Now I have stain’d the childhood of our joy
With blood remov’d but little from her own?
Where is she? And how doth she? And what says
My conceal’d lady to our cancell’d love?",ROMEO thou murderer stain’d childhood joy blood remov’d conceal’d lady cancell’d love,old little own,think say
tragedy,romeo_juliet,"ROMEO.
As if that name,
Shot from the deadly level of a gun,
Did murder her, as that name’s cursed hand
Murder’d her kinsman. O, tell me, Friar, tell me,
In what vile part of this anatomy
Doth my name lodge? Tell me, that I may sack
The hateful mansion.",ROMEO name level gun name hand kinsman part anatomy name lodge mansion,deadly vile hateful,murder curse Murder’d tell tell tell sack
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Hold thy desperate hand.
Art thou a man? Thy form cries out thou art.
Thy tears are womanish, thy wild acts denote
The unreasonable fury of a beast.
Unseemly woman in a seeming man,
And ill-beseeming beast in seeming both!
Thou hast amaz’d me. By my holy order,
I thought thy disposition better temper’d.
Hast thou slain Tybalt? Wilt thou slay thyself?
And slay thy lady, that in thy life lives,
By doing damned hate upon thyself?
Why rail’st thou on thy birth, the heaven and earth?
Since birth, and heaven and earth, all three do meet
In thee at once; which thou at once wouldst lose.
Fie, fie, thou sham’st thy shape, thy love, thy wit,
Which, like a usurer, abound’st in all,
And usest none in that true use indeed
Which should bedeck thy shape, thy love, thy wit.
Thy noble shape is but a form of wax,
Digressing from the valour of a man;
Thy dear love sworn but hollow perjury,
Killing that love which thou hast vow’d to cherish;
Thy wit, that ornament to shape and love,
Misshapen in the conduct of them both,
Like powder in a skilless soldier’s flask,
Is set afire by thine own ignorance,
And thou dismember’d with thine own defence.
What, rouse thee, man. Thy Juliet is alive,
For whose dear sake thou wast but lately dead.
There art thou happy. Tybalt would kill thee,
But thou slew’st Tybalt; there art thou happy.
The law that threaten’d death becomes thy friend,
And turns it to exile; there art thou happy.
A pack of blessings light upon thy back;
Happiness courts thee in her best array;
But like a misshaped and sullen wench,
Thou putt’st up thy Fortune and thy love.
Take heed, take heed, for such die miserable.
Go, get thee to thy love as was decreed,
Ascend her chamber, hence and comfort her.
But look thou stay not till the watch be set,
For then thou canst not pass to Mantua;
Where thou shalt live till we can find a time
To blaze your marriage, reconcile your friends,
Beg pardon of the Prince, and call thee back
With twenty hundred thousand times more joy
Than thou went’st forth in lamentation.
Go before, Nurse. Commend me to thy lady,
And bid her hasten all the house to bed,
Which heavy sorrow makes them apt unto.
Romeo is coming.",hand art thou man form art tear fury beast woman man beast hast order disposition thou thou lady life life hate birth heaven earth birth earth thou lose fie shape love wit usurer none use shape love wit shape form wax valour man love perjury love thou hast vow’d wit love conduct powder soldier flask thine ignorance dismember’d thine defence man sake thou wast art thou tybalt thou art thou law threaten’d death friend art pack blessing light happiness array wench love heed heed die love chamber thou watch thou shalt time marriage friend pardon time joy lamentation hasten house bed sorrow,desperate thou womanish wild unreasonable unseemly seeming holy well slain wilt damned thy usest true thy noble dear hollow ornament skilless own thou own alive dear dead happy happy happy good misshaped sullen thy such miserable decreed canst more thou heavy apt,hold cry act denote beseem seem amaz’d think slay slay do meet bedeck Thy digress Thy swear kill cherish shape set kill become turn exile court take take go get ascend comfort look stay set pass live find blaze reconcile call go commend bid make come
tragedy,romeo_juliet,"NURSE.
O Lord, I could have stay’d here all the night
To hear good counsel. O, what learning is!
My lord, I’ll tell my lady you will come.",night counsel lord lady,stay’d good,hear learn tell come
tragedy,romeo_juliet,"ROMEO.
Do so, and bid my sweet prepare to chide.",ROMEO prepare,sweet,bid chide
tragedy,romeo_juliet,"FRIAR LAWRENCE.
Go hence, good night, and here stands all your state:
Either be gone before the watch be set,
Or by the break of day disguis’d from hence.
Sojourn in Mantua. I’ll find out your man,
And he shall signify from time to time
Every good hap to you that chances here.
Give me thy hand; ’tis late; farewell; good night.",night state watch break day disguis’d man time time hand tis night,good good good,go stand go set find signify chance give
tragedy,romeo_juliet,"ROMEO.
But that a joy past joy calls out on me,
It were a grief so brief to part with thee.
Farewell.",ROMEO joy joy grief part,brief,call
tragedy,romeo_juliet,"PARIS.
These times of woe afford no tune to woo.
Madam, good night. Commend me to your daughter.",time woe tune night daughter,good,afford woo commend
tragedy,romeo_juliet,"LADY CAPULET.
I will, and know her mind early tomorrow;
Tonight she’s mew’d up to her heaviness.",mind tomorrow tonight heaviness,early,know ’
tragedy,romeo_juliet,"CAPULET.
Sir Paris, I will make a desperate tender
Of my child’s love. I think she will be rul’d
In all respects by me; nay more, I doubt it not.
Wife, go you to her ere you go to bed,
Acquaint her here of my son Paris’ love,
And bid her, mark you me, on Wednesday next,
But, soft, what day is this?",tender child love respect ere bed son love day,desperate more soft,make think doubt go go bid mark
tragedy,romeo_juliet,"CAPULET.
Monday! Ha, ha! Well, Wednesday is too soon,
A Thursday let it be; a Thursday, tell her,
She shall be married to this noble earl.
Will you be ready? Do you like this haste?
We’ll keep no great ado,—a friend or two,
For, hark you, Tybalt being slain so late,
It may be thought we held him carelessly,
Being our kinsman, if we revel much.
Therefore we’ll have some half a dozen friends,
And there an end. But what say you to Thursday?",haste friend hark kinsman dozen friend end,"married noble ready great ado,—a much",let tell like keep tybalt slay think hold revel say
tragedy,romeo_juliet,"CAPULET.
Well, get you gone. A Thursday be it then.
Go you to Juliet ere you go to bed,
Prepare her, wife, against this wedding day.
Farewell, my lord.—Light to my chamber, ho!
Afore me, it is so very very late that we
May call it early by and by. Good night.",ere bed wife wedding day lord.—light chamber night,good,get go go go prepare call
tragedy,romeo_juliet,"SCENE V. An open Gallery to Juliet’s Chamber, overlooking the Garden.",SCENE,open,overlook
tragedy,romeo_juliet,"JULIET.
Wilt thou be gone? It is not yet near day.
It was the nightingale, and not the lark,
That pierc’d the fearful hollow of thine ear;
Nightly she sings on yond pomegranate tree.
Believe me, love, it was the nightingale.",thou day nightingale hollow thine ear yond pomegranate tree love nightingale,fearful,go pierc’d sing believe
tragedy,romeo_juliet,"ROMEO.
It was the lark, the herald of the morn,
No nightingale. Look, love, what envious streaks
Do lace the severing clouds in yonder east.
Night’s candles are burnt out, and jocund day
Stands tiptoe on the misty mountain tops.
I must be gone and live, or stay and die.",ROMEO lark herald morn nightingale love streak cloud candle day tiptoe mountain top,envious jocund misty,look lace sever burn go live stay die
